order,seasonal_order,trend,RMSE,MAE,MAPE_pct,AIC_train,BIC_train
"(2, 0, 2)","(1, 1, 1, 12)",n,3.0453205767246967,2.301140618118445,2.2755567511992645,-1487.7058220390613,-1461.2839612202504
